Hospital,B15 2TH,B18 7QH,B4 6NH,B71 4HJ,B75 7RR,B9 5SS,B98 7UB,BA1 3NG,BA21 4AT,BB10 2PQ,BB2 3HH,BD20 6TD,BD9 6RJ,BH15 2JB,BH7 7DW,BL4 0JR,BL9 7TD,BN11 2DH,BN21 2UD,BN2 5BE,BR6 8ND,BS10 5NB,BS23 4TQ,BS2 8HW,CA2 7HY,CA28 8JG,CB2 0QQ,CH2 1UL,CH49 5PE,CM1 7ET,CM20 1QX,CO4 5JL,CR7 7YE,CT1 3NG,CT9 4AN,CV10 7DJ,CV2 2DX,CV34 5BW,CW1 4QJ,DA2 8DA,DE13 0RB,DE22 3NE,DH1 5TW,DL3 6HX,DN15 7BH,DN2 5LT,DN33 2BA,DT1 2JY,DY1 2HQ,E11 1NR,E1 1BB,E13 8SL,E9 6SR,EN5 3DJ,EX2 5DW,EX31 4JB,FY3 8NR,GL1 3NN,GU16 7UJ,GU2 7XX,HA1 3UJ,HG2 7SX,HP11 2TT,HP21 8AL,HR1 2ER,HU3 2JZ,HX3 0PW,IG3 8YB,IP33 2QZ,IP4 5PD,KT16 0PZ,KT18 7EG,KT2 7QB,L14 5AB,L35 5DR,L39 2JW,L7 8XP,L8 7SS,L9 7AL,LA14 4LF,LA1 4RP,LE1 5WW,LE3 9QP,LE5 4PW,LN2 5QY,LS1 3EX,LU4 0DZ,M13 0JH,M23 9LT,M6 8HD,M8 5RL,ME16 9QQ,ME7 5NY,MK42 9DJ,MK6 5LD,N18 1QX,N19 5NF,NE1 4LP,NE23 6NZ,NE34 0PL,NE63 9FL,NE7 7DN,NE9 6SX,NG17 4JL,NG5 1PB,NG7 2UH,NN1 5BD,NN16 8UZ,NR31 6LA,NR4 7UY,NW1 2BU,NW3 2QG,OL1 2JH,OL6 9RW,OX16 9AL,OX3 9DU,PE21 9QS,PE29 6NT,PE30 4ET,PE3 9GZ,PL6 8DH,PO19 6SE,PO30 5TG,PO6 3LY,PR2 9HT,PR8 6PN,RG1 5AN,RG24 9NA,RH1 5RH,RH16 4EX,RM7 0AG,S10 2JF,S44 5BL,S60 2UD,S75 2EP,S81 0BD,SE13 6LH,SE1 7EH,SE18 4QH,SE5 9RW,SG1 4AB,SK10 3BL,SK2 7JE,SL2 4HL,SM5 1AA,SN3 6BB,SO16 6YD,SO22 5DG,SP2 8BJ,SR4 7TP,SS0 0RY,SS16 5NL,ST16 3SA,ST4 6QG,SW10 9NH,SW17 0QT,SW3 6NP,SW6 6SX,SY3 8XQ,TA1 5DA,TF1 6TF,TN24 0LZ,TN2 4QJ,TN37 7RD,TQ2 7AA,TR1 3LQ,TS19 8PE,TS4 3BW,TW7 6AF,UB1 3HW,UB8 3NN,W12 0HS,W2 1NY,WA5 1QG,WC1N 3JH,WD18 0HB,WF13 4HS,WF1 4DG,WF8 1PL,WN1 2NN,WR5 1DD,WS2 9PS,WV10 0QP,YO12 6QL,YO31 8HE
CH49 5PE,105.4133398,103.6483941,105.4775224,99.09246244,105.9646211,107.2475346,122.185525,197.8820575,242.0854431,64.49483572,49.98241551,75.8787147,78.19482789,275.2483293,267.8961391,46.15020536,48.9234799,285.9257741,296.3042534,280.0073755,266.002195,183.2436799,204.8863318,187.0612114,133.2135887,156.5407351,202.705555,18.69869988,0,239.4474581,230.073914,258.1962495,254.4511113,286.0983266,300.0893792,124.9147492,126.1810967,136.8506004,39.4959487,243.3715192,93.03426017,95.86633955,170.6938836,149.6563078,128.3291739,108.1292488,154.5463527,268.8583685,104.1864443,223.0580573,238.4249922,236.9175082,235.7375734,209.0797216,257.5122838,277.6012689,63.26172429,152.8818413,233.5224372,237.4435735,219.9373424,98.31500741,198.5119357,185.5464022,114.6992689,135.1129231,69.57487117,235.8168066,228.1075698,253.9034169,224.0932185,237.7048573,233.1581321,13.93453917,19.46227163,24.07861638,10.43876642,11.70840365,14.06243164,116.8900038,70.00343133,127.8330237,122.1001523,131.5271313,133.2608458,82.16119585,184.8553203,48.97746917,43.83497771,39.89901948,45.39654221,274.0751499,260.0735223,182.9587125,172.2941231,217.7496177,214.9018657,183.5635059,192.1186421,183.7549471,199.6083454,189.8549674,179.2181854,118.0080047,118.5392813,114.3606592,155.9420697,155.101764,283.5957108,258.3371401,226.4801867,215.6592703,60.19836443,56.80253327,154.2882086,178.7737308,173.0825097,181.9527768,209.9915144,175.3299643,299.9568598,274.2532388,275.742082,258.9852663,48.88620362,26.46945095,219.6230887,220.532663,245.6743202,266.5821841,234.9293435,84.14491842,87.58454229,92.91795746,82.35463112,104.5664466,244.1765822,228.9363959,242.9148537,231.0187401,195.0976503,50.523102,50.56884023,209.5439839,243.7435131,183.1622871,243.2857532,230.8179482,221.6989262,178.4086213,250.8815071,241.3518638,79.33763642,63.65184089,226.2636697,243.9485749,226.2917343,227.6845201,61.86989181,229.1356385,61.34684178,294.7986947,270.792151,303.7318783,277.0246829,354.3057955,154.2044532,151.5302701,222.2848988,218.9324725,213.678939,222.0333418,225.0796227,32.251454,227.6137891,203.8924889,74.93686026,86.58766764,92.18448336,31.24223794,127.0470308,94.96131784,94.24488502,150.5392895,112.2276975
CM1 7ET,141.9563541,139.1965571,137.8086271,143.3692074,136.6783585,135.5483615,147.7308345,165.1398532,180.5358291,244.7588389,238.0332908,210.4686294,197.5494958,162.2987212,154.946531,231.8973874,219.3933533,94.98776571,83.17217866,88.02955149,42.49200233,167.8142303,193.0318175,169.2130465,298.5190179,321.8218428,41.02675755,214.8649853,238.9218411,0,30.45060719,27.54130925,51.7283392,73.11343799,87.08939984,122.0011728,116.4250589,129.1534712,193.1583469,30.38663052,155.0122955,153.8952842,257.6455784,236.6080027,164.7939209,159.3860331,170.7297609,180.2249472,151.7175745,34.13220941,40.87848705,36.86581823,38.19106824,43.69963275,245.6577695,265.7467547,259.8928572,146.0914534,87.83642449,79.38981837,50.70270815,197.6298368,76.32830365,72.83922751,192.0636384,183.371038,202.5935152,24.20869034,42.25602054,46.32551848,75.71703878,66.67196172,72.14395925,228.4410627,223.6343645,232.2826433,230.9490706,231.1515402,233.18222,324.3150883,262.640759,109.5326861,123.9228644,109.4513553,131.7262941,188.0014785,62.1932529,219.3897163,214.2472248,225.6462015,222.6241068,51.49211016,47.08863362,70.53628299,79.69300955,37.29193147,42.48280682,270.5152007,279.0703369,270.706642,286.5600403,276.8066623,266.1698802,143.0149002,131.1648146,132.3605086,94.92816222,85.76858665,95.06683543,95.61685884,43.41597619,46.70321624,216.8942721,201.8581547,121.8734519,100.2137474,113.6059102,59.15930477,90.64576024,79.82891598,288.1023455,104.0053906,135.6778958,119.9123924,245.4049081,239.0773595,91.32843285,104.1215385,57.75805287,75.64417575,21.86626918,172.3288906,153.3115503,157.5502741,179.2824888,144.3634738,44.99380102,44.73289441,42.8631638,45.4795734,44.09495055,200.4928431,220.9810874,69.63669881,67.17572521,129.1965287,130.3361451,120.0526356,140.3824423,265.3603162,22.55370502,22.01532059,163.2719481,178.0239939,48.22817962,53.6666435,47.61097788,56.49123005,183.8382556,217.2811242,169.7969561,69.39751155,54.71224867,87.65197597,264.9424454,342.4512812,241.1561481,238.481965,55.23777936,54.01907036,67.90237632,52.40857272,50.24416851,217.4571497,42.11049755,53.93843292,188.6117947,182.2453543,171.1002691,225.0199468,162.6885635,144.7646832,149.3741373,226.3081921,199.1793924
CM20 1QX,124.9232941,122.6744558,121.2865258,126.8471061,120.1317074,119.0262602,140.7503098,146.8028352,162.1988111,238.865845,229.9790187,206.9284531,194.0093195,143.9617033,136.609513,215.3752861,215.8531769,94.69475934,82.87917229,88.77636075,42.19899596,149.4772123,174.6947996,150.8760285,294.9788416,318.2816665,37.48658119,198.342884,222.3997398,30.58987746,0,49.33866879,40.18995622,72.82043162,86.81148416,105.4790715,99.90295765,105.4097741,176.6362456,30.09362415,138.5157719,137.3987605,254.1054021,233.0678263,161.2537446,155.8458568,154.1213987,161.8879292,135.1954733,18.29793469,25.04421233,23.53672831,22.35679352,25.36261477,227.3207515,247.4097367,243.2583275,127.7544355,69.49940651,73.42054281,32.36569017,194.0896605,57.99128567,54.50220953,157.8845718,179.8308616,199.0533389,22.43602676,61.84711219,68.12287803,60.07018781,66.37895535,43.03717795,211.9189614,207.1122632,215.760542,214.4269693,214.6294389,216.6601187,307.792987,250.0000345,104.9425118,107.4263407,105.9111789,128.1861177,184.4613021,38.61877359,202.867615,197.7251235,209.1241002,219.0839304,51.19910379,46.79562725,46.01462704,56.11853024,21.45765675,26.64853211,266.9750244,275.5301606,267.1664656,283.0198639,273.2664859,262.6297039,139.4747238,127.6246383,131.0205706,71.56152067,82.22841028,117.3352532,92.07668248,27.40512635,30.86894153,213.3540957,198.3179783,103.5364339,81.87672939,110.0657338,55.6191284,87.10558388,76.28873962,269.7653275,103.7123842,144.4554559,113.9431168,228.8828068,222.5552582,72.99141487,85.78452053,57.48529176,75.35116939,21.65144845,168.7887142,152.5134752,154.0100977,175.7423124,149.0629353,30.79580235,31.40380449,29.53407388,32.15048348,21.80944422,183.9707418,204.4589861,51.29968083,66.88271884,110.8595107,111.9991271,101.7156176,122.0454243,261.8201399,37.60361211,28.07396875,146.7498468,161.5018926,34.8990897,37.28383096,34.28188795,40.65202516,167.3161543,198.9441062,153.2748548,69.10450518,54.4192423,87.3589696,246.6054275,324.1142632,237.6159718,234.9417886,39.40350464,38.18479565,49.56535833,36.57429801,36.41760962,200.9350484,26.27622284,35.60141493,185.0716183,178.705178,167.5600927,208.4978455,155.7080388,128.2425819,132.852036,222.7680157,195.639216
CO4 5JL,160.507671,158.2588327,156.8709028,162.431483,155.7160843,154.6106371,166.7931102,189.5203377,204.9163136,263.8211146,257.0955665,229.5309051,216.6117715,186.6792057,179.3270155,250.959663,238.4556289,119.3682502,107.5526631,113.4498516,66.87248681,192.1947148,217.412302,193.5935309,317.5812936,340.9729976,60.0890332,233.927261,257.9841167,28.5907566,49.51288284,0,76.10882368,97.49392247,111.484975,141.0634484,135.4873346,153.3647379,212.2206225,54.767115,174.0745712,172.9575598,276.7078541,255.6702783,192.0958344,186.6954682,155.9715008,204.6054317,170.7798502,58.51269389,65.25897153,61.24630271,62.57155272,68.08011723,270.038254,290.1272392,278.9551329,170.4719379,112.216909,103.7703029,75.79246695,216.6921125,100.7087881,97.21971199,200.6020742,202.4333136,221.6557909,48.58917482,41.26783505,22.10679283,100.0975233,91.0524462,96.52444373,247.5033384,242.6953867,251.3449189,250.0113462,250.2138158,252.2444956,343.3773639,285.5844115,128.5949618,142.98514,128.5136309,150.7885697,207.0637542,86.57373738,238.4519919,233.3095005,244.7084772,241.6863824,75.87259464,71.4691181,89.59855864,104.073494,61.67241595,66.8632913,289.5774764,298.1326126,289.7689176,305.6223159,295.8689379,285.2321559,162.0771758,156.3560772,152.7092137,119.5164845,104.8308623,70.49680545,59.86319152,67.75648489,71.08370072,235.9565478,220.9204303,146.2539364,124.5942319,111.767949,78.22158041,82.07007573,98.89119163,312.48283,128.3858751,160.0583803,144.2928769,264.4671838,258.1396351,115.7089173,128.502023,82.13853735,100.0246602,46.24675366,191.3911663,177.6543006,176.6125497,198.3447644,163.4257495,69.3742855,69.11337889,67.24364828,69.86005788,63.1572262,219.5551188,240.043363,94.01718329,91.55620969,153.5770131,154.7166295,144.43312,164.7629268,284.4225919,42.38060361,41.84221918,182.3342238,197.0862695,72.6086641,80.36866383,71.63927981,80.87171453,202.9005313,241.6616087,188.8592318,93.77799603,79.09273315,112.0324605,289.3229299,366.8317657,260.2184238,257.5442407,79.61826384,78.63805361,92.2828608,76.7890572,74.64751927,236.5194254,66.49098203,78.3189174,207.6740703,201.30763,190.1625447,244.0822225,181.7508392,163.8269588,168.436413,245.3704677,218.241668
CR7 7YE,136.0733427,146.0941993,144.7062693,150.6274873,144.0181591,139.2014941,133.8743369,122.2408404,131.1936538,263.511216,253.8409207,238.5081366,225.589003,112.9565459,105.6043557,239.237188,242.0104626,52.71140066,63.08987993,46.79300207,9.861674169,124.9152175,150.1328047,126.3140336,337.0720938,360.3992402,69.06626469,222.204786,246.2616417,52.31161062,39.09116953,76.24138322,0,65.01339669,79.00444923,134.5593167,129.2568277,114.4355568,200.4981475,23.7301066,163.2486229,171.635294,285.6850856,264.6475098,224.5043818,187.4255403,185.7010822,130.8827719,151.7357677,22.62221948,11.79827658,17.84842342,18.72028487,27.37884177,174.6375649,203.705857,267.2221793,120.7538213,38.49424919,28.52725431,19.71116814,225.669344,51.11531282,62.94435487,150.8839576,244.4645783,227.4186163,24.69974487,93.42679569,95.02559245,24.88246123,12.26021833,10.28744044,235.7808634,230.9741652,239.6224439,238.2888712,238.4913408,240.5220206,331.6548889,273.8619365,132.3257693,134.8095982,136.0198769,188.4711693,216.0236624,66.00203112,226.729517,221.5870255,232.9860022,238.4835249,38.16340328,38.98859232,87.38392092,83.50178777,28.88134883,14.27944269,298.5547079,307.1098441,298.7461491,314.5995474,304.8461694,294.2093874,172.9774369,162.5824502,158.4038281,98.9447782,113.2872759,143.4156051,123.656366,11.40813492,13.75453222,237.9504122,234.5545811,96.6604611,75.00075655,141.6454173,87.19881191,118.6852674,107.8684231,217.056336,61.72902557,84.81533177,69.04982831,252.7447088,246.4171601,48.48510174,54.77936322,15.6579659,33.36781071,38.09596761,193.0003761,179.8967328,191.5863064,206.2128106,190.7662376,7.711386489,8.483576687,13.76018538,6.779547377,47.62583078,207.8326438,228.320888,39.47278173,4.706059694,86.2975158,80.99396976,70.71046026,91.040267,293.3998234,49.22520469,38.42283195,170.6117488,185.3637945,9.077085539,5.162062542,9.377774312,9.008471886,190.7358978,155.2329312,176.6945984,58.88694803,34.88040441,67.82013171,194.1241592,271.4052717,269.1956553,266.5214722,16.04080898,16.88530088,37.30991548,12.05985583,11.28648404,224.7969504,10.48231729,50.02497706,220.4180066,216.8867406,198.6863769,232.3597475,148.8320659,151.6623254,156.2717795,254.3476992,242.7566643
CT1 3NG,190.9868515,185.9772672,184.5893372,205.5409961,183.4345188,182.3290716,188.7878457,177.1543492,186.1071626,302.9521254,293.2818301,272.4991068,259.5799732,167.8700548,160.5178645,278.6780975,281.451372,99.06669697,71.83538538,93.14829838,55.46353333,179.8287263,205.0463135,181.2275424,360.5494953,383.8523202,103.0572349,261.6456954,285.7025511,73.60681583,73.08213974,97.53658843,64.6998702,0,17.99351096,168.7818829,163.205769,169.3490656,239.9390569,42.58312048,201.8185832,200.7015718,319.6760558,298.63848,226.8243983,221.4165105,219.6920524,185.7962807,206.6492765,65.57361747,64.69897786,60.33697293,63.48309436,83.42796481,229.5510738,258.6193658,306.5611388,175.6673301,93.407758,83.46874964,89.99588224,259.6603142,106.0288216,112.5675596,205.7974664,245.4015153,264.6239926,62.40399747,127.4177659,116.3207977,79.79597004,70.75089298,76.15702013,275.2217728,270.4138211,279.0633533,277.7297807,277.9322502,279.96293,371.0957984,313.3028459,168.2453231,170.7291521,171.4818326,193.7567714,250.0146326,101.921585,266.1704264,261.0279349,272.4269116,277.9244343,31.84806629,28.76611436,123.3034747,119.4213416,68.73333953,73.92421488,332.5456781,341.1008143,340.9767571,348.5905176,338.8371396,328.2003576,208.8969908,198.502004,194.3233819,134.864332,147.799064,164.7108103,157.6473362,69.06530996,78.1446243,278.9247494,273.9954905,151.5739699,129.9142654,175.6363875,121.1897821,152.6820193,141.8593933,271.9698448,108.0843219,139.7568271,123.9913236,292.1856182,285.8580696,103.3986106,109.692872,61.83698413,79.72310702,59.39117282,234.3593679,215.8162866,219.5807514,241.3129661,206.3939512,57.31111742,62.70968497,54.02287503,62.22873635,99.73288099,247.2735532,267.7617974,94.38629053,71.25465647,141.2110246,135.9074786,125.6239691,145.9537758,327.3907936,70.5204099,59.71803716,210.0526582,224.8047039,66.20497019,74.47979501,65.58776844,83.19412107,230.6189657,210.14644,216.5776662,15.37772306,47.84803255,51.52203727,248.8099447,326.3187805,303.1866255,300.5124424,93.48791743,95.98357661,92.22342429,73.41534452,71.43740443,264.2378598,67.83971364,93.66676497,250.642272,244.2758317,233.1307464,271.8006569,203.7455747,191.5453933,196.1548474,288.3386694,261.2098697
CT9 4AN,205.3133888,200.3038045,198.9158745,219.8675335,197.7610561,196.6556089,203.114383,191.4808865,200.4336999,317.2786628,307.6083674,286.8256441,273.9065105,182.1965921,174.8444018,293.0046348,295.7779093,113.3932343,92.82412319,107.4748357,69.79007064,194.1552636,219.3728508,195.5540797,374.8760326,398.1788575,117.3837722,275.9722327,300.0290884,87.93335314,87.40867705,111.8631257,79.02640751,17.7242216,0,183.1084202,177.5323063,183.6756029,254.2655942,56.9096578,216.1451205,215.0281092,334.0025931,312.9650173,241.1509356,235.7430478,234.0185897,200.122818,220.9758138,79.90015478,79.02551517,74.66351024,77.80963167,97.75450212,243.8776111,272.9459031,320.9896261,189.9938674,107.7342953,97.79528695,104.7575775,273.9868515,120.3553589,126.8940969,220.1240037,259.7280526,278.9505299,76.73053478,141.7443032,130.647335,94.12250735,85.07743029,90.54942783,289.5483101,284.7403584,293.3898906,292.056318,292.2587875,294.2894673,385.4223357,327.6293832,182.5718604,185.0556894,185.8083699,208.0833087,264.3411699,116.2481223,280.4969637,275.3544722,286.7534489,292.2509716,46.1746036,43.09265167,137.6300121,133.7478789,83.05987684,88.25075219,346.8722154,355.4273516,347.0636566,362.9170549,353.1636769,342.5268949,223.2235281,212.8285413,208.6499193,149.1908693,162.1256013,179.0373476,171.9738735,83.39184727,92.47116161,293.2512868,288.3220278,165.9005072,144.2408027,189.9629249,135.5163194,167.0085566,156.1859306,286.2963821,122.4108592,154.0833644,138.3178609,306.5121555,300.1846069,117.7251479,124.0194093,76.2007306,94.04964433,73.71771013,248.6859053,230.1428239,233.9072887,255.6395034,228.9601263,71.63765473,77.03622229,68.34941234,76.73457902,114.0594183,261.6000905,282.0883347,108.7128278,85.58119378,155.5375619,150.2340159,139.9505064,160.2803131,341.7173309,84.84694721,74.04457447,224.3791955,239.1312412,80.5315075,88.80633232,79.91430575,97.52065838,244.945503,224.4729773,230.9042035,37.34941024,62.17456986,65.27758918,263.136482,340.6453178,317.5131628,314.8389797,107.8144547,110.3101139,106.5499616,87.74188183,85.76394174,278.5643971,82.16625095,107.9933023,264.9688093,258.602369,247.0038844,286.1271942,218.072112,205.8719306,210.4813847,304.2320537,275.536407
CV10 7DJ,27.53075526,25.28191701,23.89398704,29.45456729,22.76371837,21.6337214,33.81619443,120.0449617,163.8123358,142.2567753,132.5864799,130.7758663,117.8567327,162.970519,155.6183287,117.9827473,120.7560218,173.6479637,184.026443,167.7295651,138.1838185,104.9730006,126.6132244,108.788104,215.8176531,237.9557494,85.41248255,100.9503452,125.007201,122.150619,112.7808415,140.8994103,142.1898067,168.8052542,182.7963067,0,8.888024268,18.63293012,79.24370678,126.0784467,26.5386851,50.38085329,183.4855574,162.4479816,106.7670888,85.1646418,109.1978372,180.8967449,37.80293446,105.7649848,121.1319197,119.6244357,118.4445009,91.78664913,179.2391764,199.3281616,145.8657887,74.60873394,121.2446268,125.1657631,92.4203512,123.3288208,86.23412532,74.14779197,78.14899827,126.7272853,109.6813233,118.5237341,110.8144974,136.653952,111.8154081,125.427047,120.8803217,114.5264226,109.718471,118.3680032,117.0344305,117.2369001,119.2675799,210.4004482,152.6074957,20.49333926,22.89512571,24.18744688,76.55669675,108.2669977,67.56224783,105.4750762,100.3325848,111.7315614,117.2290841,147.1839264,142.7804498,65.66564007,55.0010506,100.4565452,98.0474209,196.3551797,204.9103159,196.5466209,212.4000192,202.6466412,192.0098592,55.24014393,44.84515718,40.66653511,38.64899729,37.80869156,166.2988717,141.0440677,100.5513485,98.53044899,116.6959715,113.3001403,42.01039819,66.49592044,87.65429517,64.65970433,108.1097113,73.44816114,221.6837524,161.9754284,163.4642716,146.7074559,131.490268,125.1627194,107.3452783,108.2548526,133.3965098,154.3043737,117.636271,75.26308306,62.15943977,73.84901343,88.47551758,73.0289446,126.8835097,103.4226042,125.6217813,105.5049484,77.8045778,86.57820302,107.0664473,97.97559499,131.4657027,104.8891798,131.0079428,118.5401378,136.3421397,191.2002952,133.5884347,124.0587913,49.35730803,64.10935378,105.9873527,131.6707645,106.05398,115.4067097,69.92361553,150.8625311,55.88231605,165.0893277,150.4040649,183.3437922,198.5238523,276.0326881,166.9961271,164.321944,110.2427438,106.9175865,101.4011286,101.7570249,100.5669773,103.5425096,101.9588552,86.59941645,102.6807136,99.14944755,96.94024802,111.1053067,48.77392343,30.85004311,35.45949723,152.0868007,125.0193713
CV2 2DX,28.6960957,25.93629875,24.54836877,30.10894902,23.39355034,22.28810313,34.47057616,120.6993434,164.4667175,142.911157,133.2408617,137.1650745,124.2459409,156.6380914,149.2859012,118.637129,121.4104036,167.3155362,177.6940154,161.3971376,132.8027888,105.6249543,127.2676062,109.4424857,216.4720348,239.8880604,80.03145286,101.604727,125.6615827,116.7695893,100.454092,135.5183806,135.8408734,163.4242245,177.415277,8.74091445,0,12.3005026,79.89808851,120.697417,42.64856393,51.03523503,189.8747656,168.8371899,113.156297,91.55385003,109.7642249,174.5643174,38.4573162,100.3839551,115.75089,114.243406,113.0634712,86.40561945,179.8935581,199.9825433,146.5201704,75.26311567,114.9121993,118.8333356,87.03932151,129.859024,79.90169779,66.93616425,78.80338,133.1164935,116.0705316,113.1427045,105.4334677,131.2729223,105.4829806,119.0946194,114.5478942,115.1808044,110.3741062,119.0223849,117.6888122,117.8912818,119.9219616,211.0548299,153.2618775,21.05972703,23.46151348,24.75383465,77.12308452,114.6562059,62.18121815,106.1294579,100.9869665,112.3859432,117.8834659,141.8028967,137.3994201,60.28461038,49.62002092,95.07551553,92.66639122,202.7443879,211.2995241,202.9358292,218.7892275,209.0358495,198.3990674,61.62935217,51.23436541,47.05574334,33.2679676,32.42766187,160.9216087,135.663038,95.17031879,93.14941931,117.3503532,113.954522,35.67797067,60.16349291,88.22068294,59.27867465,102.7286816,68.06713146,222.3381341,155.6430009,157.1318441,140.3750284,132.1446498,125.8171011,101.0128507,101.9224251,127.0640823,147.9719462,112.2552413,81.6522913,68.54864801,80.23822167,94.86472582,79.41815283,121.5024801,98.04157449,120.2407516,100.1239187,72.42354812,87.23258475,107.720829,90.93374601,125.1332752,74.49672863,124.6755152,112.2077103,130.0097122,197.5895034,128.207405,118.6777616,50.01168977,64.76373551,107.6534317,125.7055664,107.7200591,109.0742822,70.57799727,151.5169128,56.53669778,159.7082981,152.1819131,185.0905568,199.178234,276.6870698,173.3853353,170.7111522,103.9103163,100.3222345,95.06870109,103.4231039,95.18594764,104.1968914,96.12866768,81.21838677,109.0699219,105.5386558,103.3294563,111.7596885,49.42830516,31.50442485,36.11387897,158.476009,131.4085796
CV34 5BW,26.57722911,30.8116395,29.42370953,41.1313738,34.4974958,24.63296161,17.03464914,95.30798439,156.5118725,154.0151025,144.3448071,149.6137861,136.6946525,142.9868649,135.6346747,129.7410745,132.514349,153.6643097,164.0427889,147.7459111,133.7407305,80.23359527,101.8762471,84.05112667,227.5759803,250.9031267,92.73492923,112.7086724,136.7655282,129.4768324,112.7429383,148.221857,122.1896469,172.3074478,186.9478906,18.55927591,13.25678692,0,91.00203397,137.1084053,53.75250939,62.13918049,202.3234772,181.2859015,125.6050086,104.0025616,122.2129365,160.9130908,42.23965413,105.3001107,98.25039327,119.5865325,99.1318921,91.74874593,154.5021991,174.5911843,157.7260658,49.87175664,101.2609727,105.1821091,87.67587793,142.3077356,66.25047127,53.28493773,68.71102722,145.5652051,128.5192432,118.4858309,118.1369441,143.9763987,91.83175405,105.4433929,100.8966677,126.2847498,121.4767982,130.1263304,128.7927577,128.9952273,131.0259071,222.1587754,164.3658229,33.50843862,35.91022507,37.20254625,89.57179611,127.1222408,67.52434463,117.2334034,112.090912,123.4898886,128.9874113,141.8136855,147.9646854,65.62773687,52.29639911,99.99167112,97.58254682,215.1930995,223.7482357,215.3845408,231.2379391,221.4845611,210.847779,74.07806376,63.68307701,59.50445494,38.61109409,45.13113824,173.6250851,148.3665144,94.21872228,95.23381715,128.4542987,125.0584675,22.02674415,46.51226639,100.6693945,71.98215102,115.4321579,80.77060782,196.9467751,141.9917744,143.4806176,126.7238018,143.2485952,136.9210466,87.36162423,88.27119858,113.4128558,134.3207197,117.5983678,94.10100289,80.9973596,92.68693326,107.3134374,91.86686443,102.9163037,96.67493145,125.5838781,98.75727566,77.7666746,98.33653022,118.8247745,77.99194095,111.4820487,63.78437022,111.0242887,98.55648375,116.3584857,210.038215,133.5505315,124.0208881,61.11563523,75.86768097,94.00220523,111.6871105,94.06883259,95.42305567,75.45333802,126.1255538,61.41203854,162.5372302,138.5306866,171.4704139,174.0145983,251.2957108,185.8340469,183.1598638,90.25908975,86.93393242,81.41747457,89.77187741,92.81815828,115.3008368,95.3523247,87.60707112,121.5186335,117.9873674,115.7781678,122.8636339,39.33595237,36.37976561,40.98921972,170.9247206,143.8572912
CW1 4QJ,59.45614798,57.69120226,59.5203305,53.13527058,60.00742922,61.47446681,76.22833314,152.3608772,196.1282513,69.12465676,59.45436139,80.50853574,76.8952513,229.2911375,221.9389472,44.85062876,47.62390331,239.9685822,250.3470615,234.0501836,220.0450031,137.2864881,158.9291399,141.1040195,142.6855345,166.0126809,156.7483631,24.66006058,39.3470021,193.4902663,184.1167221,212.2390576,208.4939194,240.1411348,254.1170966,78.95755732,80.22390487,90.89340854,0,197.4143273,47.05723686,49.88931624,169.394307,148.3567312,127.0295973,102.008161,153.2467761,222.9011767,58.22925247,177.1008654,192.4678003,190.9603163,189.7803815,163.1225297,211.5550919,231.6440771,72.8460986,106.9246495,187.5652453,191.4863816,173.9801505,97.01543081,152.5547438,139.5892103,88.50786914,133.8133465,68.27529458,189.8596147,182.150378,207.9898326,178.1360266,191.7476655,187.2009402,41.39430411,36.58635242,45.23588464,43.90231198,44.10478155,46.13546135,137.2683297,79.4753772,81.85600041,76.12312896,85.55010803,109.1393096,80.86161926,138.8981284,32.31958036,27.17708891,38.59944288,44.09696562,228.117958,214.1163304,137.0015207,126.3369312,171.7924258,169.3833015,182.2639293,190.8190655,182.4553705,198.3087688,188.5553908,177.9186088,72.03098136,72.56225795,68.38363588,109.9848779,109.1445722,237.638519,212.3799483,180.5229949,169.7020785,43.54047562,40.14464446,108.3310167,132.816539,127.1054864,135.9955849,164.0144911,129.352941,253.9996679,228.296047,229.7848901,213.0280744,58.35814949,52.03060087,173.6658968,174.5754712,199.7171283,220.6249923,188.9721516,67.48702961,79.00295902,76.26006866,65.69674232,89.87246385,198.1747644,182.979204,196.9576619,185.0615482,149.1404584,22.21805361,33.91095143,165.2996515,197.7863213,137.2050953,197.3285613,184.8607563,175.7449064,177.1090448,204.9243153,195.3946719,33.38044456,17.67481758,180.3064778,197.991383,180.3345425,181.7273282,41.75680637,183.1784466,35.1224911,248.8415028,224.8349592,257.7746865,230.8397678,308.3486036,152.9048766,150.2306935,176.5633623,173.238205,167.7217471,176.07615,179.1224308,30.41039109,181.6565973,157.9352971,73.63728367,85.28809105,90.88490677,37.9731882,81.08983894,49.00412598,48.28769316,149.2397129,110.9281209
