Hospital,B15 2TH,B18 7QH,B4 6NH,B71 4HJ,B75 7RR,B9 5SS,B98 7UB,BA1 3NG,BA21 4AT,BB10 2PQ,BB2 3HH,BD20 6TD,BD9 6RJ,BH15 2JB,BH7 7DW,BL4 0JR,BL9 7TD,BN11 2DH,BN21 2UD,BN2 5BE,BR6 8ND,BS10 5NB,BS23 4TQ,BS2 8HW,CA2 7HY,CA28 8JG,CB2 0QQ,CH2 1UL,CH49 5PE,CM1 7ET,CM20 1QX,CO4 5JL,CR7 7YE,CT1 3NG,CT9 4AN,CV10 7DJ,CV2 2DX,CV34 5BW,CW1 4QJ,DA2 8DA,DE13 0RB,DE22 3NE,DH1 5TW,DL3 6HX,DN15 7BH,DN2 5LT,DN33 2BA,DT1 2JY,DY1 2HQ,E11 1NR,E1 1BB,E13 8SL,E9 6SR,EN5 3DJ,EX2 5DW,EX31 4JB,FY3 8NR,GL1 3NN,GU16 7UJ,GU2 7XX,HA1 3UJ,HG2 7SX,HP11 2TT,HP21 8AL,HR1 2ER,HU3 2JZ,HX3 0PW,IG3 8YB,IP33 2QZ,IP4 5PD,KT16 0PZ,KT18 7EG,KT2 7QB,L14 5AB,L35 5DR,L39 2JW,L7 8XP,L8 7SS,L9 7AL,LA14 4LF,LA1 4RP,LE1 5WW,LE3 9QP,LE5 4PW,LN2 5QY,LS1 3EX,LU4 0DZ,M13 0JH,M23 9LT,M6 8HD,M8 5RL,ME16 9QQ,ME7 5NY,MK42 9DJ,MK6 5LD,N18 1QX,N19 5NF,NE1 4LP,NE23 6NZ,NE34 0PL,NE63 9FL,NE7 7DN,NE9 6SX,NG17 4JL,NG5 1PB,NG7 2UH,NN1 5BD,NN16 8UZ,NR31 6LA,NR4 7UY,NW1 2BU,NW3 2QG,OL1 2JH,OL6 9RW,OX16 9AL,OX3 9DU,PE21 9QS,PE29 6NT,PE30 4ET,PE3 9GZ,PL6 8DH,PO19 6SE,PO30 5TG,PO6 3LY,PR2 9HT,PR8 6PN,RG1 5AN,RG24 9NA,RH1 5RH,RH16 4EX,RM7 0AG,S10 2JF,S44 5BL,S60 2UD,S75 2EP,S81 0BD,SE13 6LH,SE1 7EH,SE18 4QH,SE5 9RW,SG1 4AB,SK10 3BL,SK2 7JE,SL2 4HL,SM5 1AA,SN3 6BB,SO16 6YD,SO22 5DG,SP2 8BJ,SR4 7TP,SS0 0RY,SS16 5NL,ST16 3SA,ST4 6QG,SW10 9NH,SW17 0QT,SW3 6NP,SW6 6SX,SY3 8XQ,TA1 5DA,TF1 6TF,TN24 0LZ,TN2 4QJ,TN37 7RD,TQ2 7AA,TR1 3LQ,TS19 8PE,TS4 3BW,TW7 6AF,UB1 3HW,UB8 3NN,W12 0HS,W2 1NY,WA5 1QG,WC1N 3JH,WD18 0HB,WF13 4HS,WF1 4DG,WF8 1PL,WN1 2NN,WR5 1DD,WS2 9PS,WV10 0QP,YO12 6QL,YO31 8HE
LA1 4RP,128.6302297,126.865284,128.6944122,122.3093523,129.181511,130.4644245,145.4024149,221.534959,265.302333,49.25003135,34.73761115,60.63391034,68.73732208,298.4652192,291.113029,43.47518244,49.72736801,309.142664,319.5211432,303.2242654,289.2190849,206.4605698,228.1032217,210.2781012,69.25708557,92.58423196,225.9224449,78.13927787,66.45184736,262.664348,246.345084,281.4131393,277.6680012,309.3152165,323.3062691,148.1316391,149.3979866,160.0674903,75.45837291,266.5884091,116.2511501,119.0832294,105.931408,84.89383222,133.8422511,113.9352705,160.0594298,292.0752584,127.4033342,246.2749472,261.6418821,260.134398,258.9544633,232.2966115,280.7291737,300.8181588,24.12008551,176.0987312,256.7393271,260.6604634,243.1542323,76.71616219,221.7288256,208.7632921,179.6389955,140.6260002,75.08794831,259.0336965,251.3244597,277.1639143,247.3101084,260.9217472,256.375022,60.62097101,53.33291658,48.6089679,57.57559048,65.56096047,55.45034042,63.8398807,0,151.0499136,145.3107935,154.7440212,153.4986593,87.67427299,208.0722102,55.92128173,60.12180285,51.10431557,54.18704199,297.2920398,283.2904122,206.1756024,195.5110129,240.9665076,238.5573832,118.8010303,127.3319486,118.9574447,134.821652,125.068274,114.4557098,123.5223561,141.7561712,137.5775491,179.1589596,178.3186539,306.8126007,281.55403,249.6970766,239.0404113,58.72214807,60.92950676,177.5050985,201.9906207,190.7146693,205.1696667,221.1837819,198.5468542,323.1737497,297.4701287,298.9589719,282.2021562,28.14411023,40.66638277,242.8399785,243.7495529,268.8912101,289.799074,258.1462334,92.63748508,106.3287605,101.4105241,92.62586452,128.5089565,267.5419572,252.1532858,266.1317436,254.23563,218.3145401,71.85196334,63.58440247,234.4737333,266.960403,206.379177,266.502643,254.0348381,244.9158161,112.957523,274.098397,264.5687537,102.5545263,86.86873078,249.4805595,267.1654648,249.5471869,250.90141,119.9498864,252.3525284,117.1688847,318.0155845,294.0090409,326.9487682,300.0138496,377.5226853,95.8746102,102.9328199,245.7374441,242.1493623,236.8958289,245.2502317,248.2965126,51.84243709,250.830679,227.1093788,80.44993739,92.10074478,97.6975605,39.28083306,150.2639207,118.1782077,117.4617749,156.0523666,117.7407746
LE1 5WW,47.13268735,44.88384911,43.49591913,49.05649938,42.21513913,41.23565349,53.41812652,139.2108822,181.9015737,139.8419492,132.5244714,120.8832183,107.9640847,177.9345302,170.58234,117.9207388,120.6940133,171.7655867,182.144066,164.8073725,137.5938283,124.5725047,146.2151565,128.3900361,215.7556446,239.1716701,73.60761271,100.8596094,124.9451925,110.3457491,112.1908513,129.0945404,140.290924,168.2152639,182.2063165,20.15039594,22.08784584,33.5969414,79.15297098,125.4884564,38.26908838,37.15207699,173.5929094,152.5553336,82.56253839,75.27199378,88.4983784,195.8607562,57.40486656,105.1749946,120.5419295,119.0344454,117.8545106,91.19665886,198.8411085,218.9300936,145.9162086,94.21066603,119.3622498,123.2833861,91.83036093,113.5771678,101.1981366,73.5578017,97.75093036,101.1396554,99.78867532,117.9337439,99.00962755,124.8054746,109.9330311,123.54467,118.9979448,114.4644141,109.6577159,118.3059947,116.972422,117.1748916,119.2055714,210.3384397,152.5454872,0,3.137126688,3.641402104,55.85723797,98.37434969,66.97225756,105.4130677,100.2705762,111.6695529,117.1670756,146.5939361,142.1904595,65.0756498,54.41106033,99.86655494,97.45743063,186.4625317,195.0176679,186.6539729,202.5073712,192.7539932,182.1172112,45.34749592,34.95250916,27.55061197,38.05900702,37.09399574,154.4940018,115.4912433,99.9613582,97.94045872,116.633963,101.1585355,56.97440947,81.45993171,66.95483639,52.8548345,81.27788325,46.61633313,241.2856845,163.0868798,178.4282829,161.6714671,131.4282595,125.1007109,122.3092895,123.2188639,131.5141329,152.4219968,117.0462807,65.37043504,52.26679176,63.95636542,78.58286956,61.01693276,126.2935195,102.8326139,125.031791,104.9149581,77.21458753,83.7448883,87.89732009,101.4131623,129.5833258,95.79316742,145.971954,133.5041491,151.306151,181.3076472,132.9984444,123.468801,59.26932214,63.56739673,105.3973624,129.7883876,105.4639898,113.5243328,89.52554763,170.4644632,75.48424814,164.4993375,149.8140746,182.7538019,218.1257844,295.6346202,157.1034791,154.429296,108.1247115,104.9446595,99.42820166,101.1670346,100.0109607,103.4805011,101.3112848,86.00942618,92.78806561,89.25679954,87.0476,111.0432982,68.37585552,50.45197521,55.06142933,142.1941527,115.1267233
LE3 9QP,50.42322128,47.72898388,46.3410539,51.90163415,45.18623547,44.08078826,56.26326129,142.4920286,186.2594026,139.6122113,129.941916,118.3006628,105.3815292,180.779665,173.4274747,115.3381833,118.1114579,174.6063179,184.9847971,168.6879193,140.4345594,127.4176394,149.0602913,131.2351708,213.1730891,236.5002355,87.53851786,98.27705399,122.362637,124.2766543,108.0858625,143.0254456,143.1481609,171.055995,185.6964378,22.99553071,24.93298062,36.44207617,76.57041554,128.3291876,35.68653293,34.56952155,171.0103539,149.9727782,82.26568547,72.68943834,88.20152547,198.7058909,60.25000133,108.0157257,123.3826606,121.8751766,120.6952418,94.03738999,201.6862433,221.7752284,143.2212247,97.05580081,122.202981,126.1241173,94.67109205,110.9946123,104.0432714,76.39853282,100.5960651,100.8428025,97.07411138,120.774475,112.9405327,138.7762206,112.7737623,126.3854011,121.8386759,111.8818587,107.0751605,115.7234392,114.3898666,114.5923361,116.6230159,207.7558842,146.081555,3.221055979,0,5.73243419,55.56038504,95.79179424,69.81298869,102.8305123,97.6880208,109.0869975,114.5845202,149.4346672,145.0311907,67.91638092,57.25179146,102.7072861,100.2981618,183.8799762,192.4351124,184.0714175,199.9248158,190.1714378,179.5346557,42.76494047,32.36995372,27.25375904,40.89973814,39.93472687,168.4286737,118.0022985,102.8020893,100.7811898,114.0514075,98.57598003,59.81954424,84.30506648,66.65798346,66.78573964,83.78893842,49.1273883,244.1308193,165.927611,181.2734176,164.5166019,128.8457041,122.5181554,125.1544243,126.0639987,134.354864,155.2627279,119.8870119,62.7878796,49.68423631,61.37380997,76.00031412,60.72007984,129.1342506,105.673345,127.8725221,107.7556892,80.05531865,81.16233286,85.31476465,104.0032553,132.4240569,98.63830219,148.8170888,136.3492838,154.1512858,178.7250917,135.8391755,126.3095322,56.68676669,60.98484128,108.2380935,132.6291187,108.3047209,116.3650639,92.3706824,173.309598,78.32938291,167.3400686,152.6548057,185.594533,221.1986424,298.4797549,154.5209236,151.8467405,111.201098,107.7853906,102.2689328,104.0077657,102.8177182,100.8979457,104.2095961,88.85015731,90.20551017,86.6742441,84.46504456,108.4607428,71.22099029,53.29710998,57.9065641,141.1784442,112.5441679
LE5 4PW,50.87653877,48.18230138,46.7943714,52.35495165,45.63955297,44.53410576,56.71657879,142.9453461,186.7127201,144.8222562,135.1519608,127.3255742,114.4064406,181.2329825,173.8807922,120.5482282,123.3215027,175.064039,185.4425183,169.1456404,140.9452698,127.8709569,149.5136088,131.6884883,215.3759627,238.7676667,73.20084345,103.4870989,127.5726819,109.9427466,106.6761799,128.6915379,143.5893762,171.5667055,186.2071483,23.44884821,25.38629811,36.89539366,81.7804604,128.839898,40.8965778,39.77956641,174.5025232,153.4649474,82.76602419,76.24297789,88.7018642,199.1592084,60.70331882,117.0442086,123.7904862,122.2830022,121.1030674,94.49511113,202.1395607,222.2285459,148.4312696,97.5091183,122.6607021,126.5818384,95.12881319,114.4867816,104.4965889,76.85625397,101.0493826,101.3431412,119.45046,121.1823006,98.6028583,124.3987053,113.2314834,126.8431223,122.296397,117.0919035,112.2852053,120.9334841,119.5999114,119.802381,121.8330608,212.9659291,151.2915998,2.960171159,5.764616108,0,56.06072376,104.8411,70.27070983,108.0405571,102.8980657,114.2970423,119.7945651,149.9453777,145.5419011,50.34335422,57.7095126,103.1650072,100.7558829,187.3721455,195.9272817,187.5635867,203.416985,193.663607,183.026825,47.97498534,31.40096126,27.75409777,32.2415694,24.35130042,139.8632554,112.4986006,103.5101806,101.238911,119.2614524,103.7860249,60.27286173,84.75838398,72.17260904,51.17379658,74.6159746,43.62369045,244.5841368,166.3853321,181.7267351,164.9699194,134.0557489,127.7282003,125.6077418,126.5173162,134.8125851,155.720449,120.3977223,67.99792446,54.89428118,66.58385484,81.21035898,61.22041856,129.5420762,106.1058186,128.2803477,108.2134104,79.64987591,86.37237772,90.52480951,104.4609764,132.881778,99.09161969,149.2704063,136.8026013,154.6046033,182.217261,136.349886,126.8202426,61.89681156,66.19488615,108.6958147,133.0868398,108.7238794,116.822785,92.8239999,173.7629155,78.78270041,167.850779,153.1655162,186.1052435,221.6519599,298.9330724,158.0130929,155.3389098,111.6588191,108.2431118,102.7266539,104.4654869,103.309413,106.1079905,104.6097371,89.30787845,95.49460125,99.10229906,87.9572138,113.6707876,71.67430779,53.75042748,58.35988159,144.7319838,116.0363371
LN2 5QY,94.34298347,92.09414522,90.70621525,96.2667955,83.9906981,88.44594961,110.9271679,197.1559351,240.9233092,130.8992938,124.1737457,96.60908433,83.68995072,235.4435716,228.0913813,115.6548178,105.5338081,222.5016794,210.6860924,216.5832808,170.005916,182.081546,203.7241979,185.8990774,184.6594728,206.7732477,102.2614897,132.9041303,141.4304516,139.0033928,135.7368261,157.7521841,167.9968763,200.6273517,214.6184043,77.6594373,79.5968872,91.10598276,110.2798496,157.9005442,69.395967,60.0475535,143.7860333,122.7484576,29.00681673,37.92859947,35.38811097,253.3697975,104.6151627,146.1048548,152.8511324,151.3436484,150.1637136,132.4664943,256.3501498,276.439135,152.4930781,151.7197074,173.6120952,177.5332315,140.178844,83.77029173,158.7071779,133.6851999,155.2599717,45.92436176,88.73397012,150.2429468,127.6635045,153.5029591,164.1828765,177.7945154,152.173723,136.8117103,132.0037586,140.6618742,139.3197182,139.5221877,141.5528675,217.0277376,159.2347851,57.31941645,56.97004334,57.31599282,0,74.12461013,121.2221029,93.35757904,100.4464293,114.9139619,108.7645617,179.0060239,174.6025473,100.8228881,115.4957432,149.2645768,141.6147225,156.6556556,165.2107918,156.8470969,172.7004952,162.9471172,152.3103351,41.32333037,42.73503376,45.09216235,95.56364473,77.71474594,129.8060005,102.4413458,143.5058603,141.4849608,103.034727,87.9986096,114.4834508,138.9689731,36.05298401,87.9721769,64.81753204,51.96488846,298.7947259,217.3367252,235.9373242,218.0558055,138.1175574,147.4565904,177.1041036,180.7279053,185.3164836,201.3003268,149.4583685,58.4693455,45.11778859,43.69072898,65.42294369,30.50392872,158.5580965,146.377116,157.340994,159.9574036,112.026552,85.85867933,95.53751074,155.6630077,183.8331711,153.3022088,203.4809954,191.0131904,208.8151924,151.5007711,165.4105322,155.8808888,90.39620076,94.69427535,149.9699507,154.9108633,149.9980154,149.8222802,130.3760642,227.9735046,116.3347647,196.9114253,182.2261624,215.1658897,275.6348258,353.1436615,127.296603,124.6224199,148.5688295,147.3501205,153.678047,145.7396229,143.4950612,125.8277973,144.8557868,140.2592716,74.75224959,68.38580922,56.78732469,123.4416155,125.8848969,97.66227132,100.3042789,84.79644009,76.88237883
LS1 3EX,123.7353843,120.9755873,119.5876573,112.3798704,106.3440934,117.3273917,133.799549,220.0283163,263.7956903,63.44189511,56.716347,22.55512892,11.94694903,272.7515464,265.3993562,48.19741902,38.07640942,266.5781993,260.5858106,259.6199851,219.9056342,204.9539271,226.596579,208.7714586,130.0545686,153.3573935,179.5103993,83.25429352,91.78061486,216.2523024,190.0423839,212.0577419,217.8965945,254.9329095,264.5181224,109.2508092,116.9048621,128.4139576,79.91086248,212.206102,86.74891001,77.25986286,89.18112913,68.14355336,53.88306592,33.97608532,80.10024467,290.6777724,133.4966048,199.9876071,206.7542495,201.2433666,204.4692714,186.0092714,279.222531,299.3115161,85.13762928,174.5920885,214.1748624,218.0959987,186.6429735,16.75296466,196.0151528,168.3704143,178.1323529,60.66681509,21.27657139,200.142665,181.9690623,207.7649093,204.7456437,218.3572826,213.8105573,69.35431156,64.54635988,73.20447549,71.86231943,72.064789,74.0954688,149.5703389,91.77738641,102.0146095,96.27548939,105.7087171,73.53947421,0,161.7848701,46.94854999,54.02848062,47.45656318,41.30716296,228.9057421,228.9081051,159.8882624,149.2236729,194.6791675,192.2700432,102.0507514,110.6058876,102.2421927,118.095591,108.342213,97.70543092,59.52135776,72.13545209,73.28961256,132.8716196,131.9066083,206.3673911,179.0027364,194.7739708,192.7530713,35.57732827,37.24119381,151.7914257,176.2769479,110.7554842,158.7576211,141.2207949,124.335548,321.667107,257.8994924,273.2452991,256.4884834,70.66015869,79.99919172,217.1263057,218.0358801,226.3267454,247.2346093,199.3580867,37.62852216,53.05308898,37.39951676,23.16172232,48.54977138,208.6509258,197.6452265,207.2407121,209.8571217,166.3321098,62.84842911,49.11956209,196.2257748,224.3959383,204.8725343,240.7889702,228.3211653,246.1231672,96.89586691,215.3102504,205.780607,107.0070159,91.32122035,200.209975,224.6010001,200.2380396,208.3369453,124.4023759,250.8458857,121.6213743,246.8111434,232.1258806,265.0656079,298.5072069,376.0160427,72.69169881,70.0175157,203.1729794,199.4943477,194.2408142,195.9796471,194.7895996,58.37039854,195.7323197,180.8220387,9.916793689,12.0514172,17.73837537,55.98421673,148.757278,117.7052677,116.9445408,69.02653508,30.71494308
LU4 0DZ,86.88388648,84.63504824,83.24711826,88.80769851,81.98410846,80.98685262,90.51187368,130.4410807,145.8370566,201.6099065,191.9396111,183.0904942,170.1713606,127.5999487,120.2477585,177.3358785,180.1091531,105.5409889,115.9194681,98.58277464,71.36923038,133.1154578,158.333045,134.5142739,275.1707843,298.4979307,42.450635,160.3034765,184.3603322,62.37674652,45.96625339,86.30651912,74.06632609,101.990666,116.6311088,67.43966394,61.86355008,67.37036651,138.596838,59.26385857,100.4763643,99.35935291,235.8001853,214.7626095,159.0817167,137.4792697,153.0132148,145.5261746,97.15606569,38.95039668,54.31733158,52.80984755,51.62991277,24.97206099,210.958997,231.0479821,205.3313484,111.3926809,53.13765195,57.05878826,25.60576305,175.7844437,41.62953112,19.08798337,134.8446775,179.0419132,161.9959512,51.709146,81.18034572,105.0907283,43.70843326,57.32007212,52.77334688,173.8795539,169.0716022,177.7211344,176.3875617,176.5900313,178.6207111,258.8471994,208.0792502,66.90310421,69.38693315,70.59721183,123.0485042,160.5816256,0,164.8282074,159.685716,171.0846926,176.5822154,80.36933821,75.96586167,21.96125582,18.07912267,33.64195707,31.19309687,248.6698076,257.2249438,248.8612488,264.7146471,254.9612691,244.3244871,107.5547718,97.15978508,92.98116301,33.52211311,47.86461084,136.6684867,111.409916,33.73676033,31.71586084,176.0491027,172.6532715,57.7189892,65.51497484,95.88936402,42.64215125,96.77391992,62.1123698,253.403573,96.86228197,128.0937014,97.58136226,190.8433992,184.5158506,56.62966031,69.42276598,65.28953498,86.19739891,50.82168287,127.577711,114.4740677,126.1636413,140.7901455,125.3435725,60.02429565,35.7975617,58.80719312,37.9051535,18.57485537,145.9313342,166.4195785,34.93792628,63.35872789,94.49775611,95.63737252,85.35386302,105.6836698,243.5149231,66.77384653,57.24420316,108.7104393,123.462485,39.17276453,63.56378968,39.20082921,47.29973488,129.2767468,182.5823517,115.2354473,98.2747396,83.58947672,116.529204,230.4713962,307.7525087,219.310755,216.6365719,42.13576897,38.45713724,33.20360378,34.94243671,33.75238918,162.8956408,35.08668691,19.78482831,155.0743877,151.4640755,149.2548759,170.458438,105.4696027,90.20317434,94.81262846,204.4014286,177.3339993
M13 0JH,85.24806408,83.48311835,85.31224659,78.92718668,85.80742626,87.08225881,102.0202492,177.7167817,220.4074732,32.55514747,28.18241691,46.29184399,43.17092654,255.0830536,247.7308633,16.61762796,13.40721156,265.7604983,276.1389776,258.8022841,245.8369192,163.0784042,184.721056,166.8959356,123.4077527,146.7348991,182.5402792,40.20756524,48.73388658,219.2821824,209.9086382,238.0309737,234.2858355,265.9330509,279.9241034,104.7494734,106.015821,116.6853246,32.04243704,223.2062434,72.86898441,75.70106379,135.6699822,114.6324064,81.37020869,59.77528337,107.5873874,248.6930928,84.02116857,202.8927815,218.2597164,216.7522324,215.5722976,188.9144458,237.347008,257.4359932,53.56831674,132.7165656,213.3571614,217.2782977,199.7720666,63.29110605,178.3466599,165.3811264,136.2568299,100.0890217,34.55096981,215.6515308,207.9422941,233.7817487,203.9279427,217.5395816,212.9928563,31.56402336,26.75607167,35.41418728,34.07203123,34.2745008,36.30518059,117.9905478,56.31621855,107.667748,101.9348765,111.3618556,84.89935875,47.1372945,164.6900445,0,7.749864269,6.070108643,5.604912893,253.9098741,239.9082465,162.7934368,152.1288473,197.5843419,195.1752176,148.5396045,157.0947407,148.7310457,164.584444,154.8310661,144.194284,66.67831139,79.29240572,94.19538343,135.776794,134.9364883,263.4304351,238.1718644,206.314911,195.4939946,11.84152666,8.445695498,134.1229328,158.6084551,125.1800916,161.787501,152.5806794,155.1646885,279.791584,254.0879631,255.5768062,238.8199905,39.08036763,42.20890351,199.4578129,200.3673873,225.5090444,246.4169084,214.7640677,35.78343135,49.47470673,44.55647039,33.99314405,56.20495949,223.9123423,208.7711201,222.749578,210.8534643,174.9323745,18.06016136,7.470138411,191.0915676,223.5782374,162.9970114,223.1204774,210.6526724,201.5368224,143.38472,230.7162314,221.186588,59.17236066,43.48656513,206.0983939,212.1891662,206.1264586,207.5192443,81.35564767,208.9703627,73.78671909,274.6334189,250.6268753,283.5666026,256.6316839,334.1405197,119.1805519,116.5063688,202.3552784,198.7671967,193.5136632,201.8680661,204.9143469,20.58011034,207.4485134,183.7272131,39.9129589,51.56376629,57.160582,24.40442567,106.881755,74.79604208,74.07960925,115.5153882,77.20379615
M23 9LT,80.01780308,78.25285736,80.08198559,73.69692568,80.56908432,81.85199781,96.78998824,172.4865207,217.0009849,44.30386552,42.31930016,55.6877445,49.78142304,249.8527926,242.5006023,20.02983753,22.80311207,260.5302373,270.9087166,253.5720231,240.6066582,157.8481432,179.490795,161.6656746,126.8199622,150.1471086,177.3100182,34.97730424,43.50362559,214.0519214,204.6783772,232.8007127,229.0555745,260.7027899,275.3432327,99.51921242,100.78556,111.4550636,26.81217604,217.9759824,67.63872341,70.47080279,142.2804787,121.2429029,87.98535449,66.39042917,114.2025332,243.4628318,78.79090757,197.6625205,213.0294554,211.5219714,210.3420366,183.6841848,232.116747,252.2057322,56.97004778,127.4863046,208.1269004,212.0480367,194.5418056,69.90160255,173.1163989,160.1508654,131.0265689,106.6995182,41.16146631,210.4212698,202.7120331,228.5514877,198.6976817,212.3093206,207.7625953,33.04029824,28.23234655,36.88187877,35.54830611,35.75077568,37.78145548,121.4027574,63.60980491,102.437487,96.69836683,106.1315946,91.51450455,53.747791,159.4597835,7.616667119,0,11.29767842,22.68214432,248.6796131,234.6779855,157.5631758,146.8985863,192.3540809,189.9449566,155.150101,163.7052372,155.3415422,171.1949405,161.4415626,150.8047805,73.28344814,93.1437445,88.96512243,130.546533,129.7062273,258.2001741,232.9416034,201.08465,190.4279847,18.45202316,15.056192,128.8926718,153.3781941,131.7952374,156.55724,159.1958252,149.9344275,274.561323,248.8577021,250.3465452,233.5897295,42.49257719,43.676595,194.2275519,195.1371263,220.2787834,241.1866474,209.5338067,42.39857715,45.83820102,51.17161619,40.60828985,62.82010529,218.7810454,203.5156115,217.519317,205.6232033,169.7021135,13.99097886,8.822498962,185.8613066,218.3479764,157.7667504,217.8902164,205.4224114,196.3033895,149.9952165,225.4859704,215.956327,53.94209966,38.25630413,200.8681329,218.5530381,200.9347603,202.2889833,76.12538667,203.7401017,68.5564581,269.4031579,245.3966143,278.3363416,251.4014229,328.9102587,125.7910484,123.1168653,196.8893621,193.5369357,188.2834022,196.6378051,199.6840859,22.05638522,202.2182524,178.4969521,46.5234554,58.17426278,63.7710785,29.61918233,101.651494,69.56578108,68.84934826,122.1258847,83.81429265
M6 8HD,90.70545513,88.94050941,90.76963764,84.38457773,91.26481732,92.53964986,107.4776403,183.6101844,227.3775584,32.88480044,32.48672439,44.26867942,40.65539498,260.5404446,253.1882544,10.19726175,11.38404699,271.2178894,281.5963686,265.2994908,251.2943103,168.5357952,190.1784471,172.3533266,116.9873865,140.403412,187.9976703,40.87702935,49.40335069,224.7395734,215.3660293,243.4883647,239.7432266,271.3904419,285.3664038,110.2068645,111.473212,122.1427157,37.53359831,228.6636345,78.32637546,81.15845484,133.1544507,112.1168749,90.789741,70.8827604,117.0069198,254.1504838,89.47855962,208.3501726,223.7171075,222.2096234,221.0296887,194.3718369,242.8043991,262.8933842,47.03552209,138.1739566,218.8145525,222.7356888,205.2294577,60.7755745,183.804051,170.8385175,141.7142209,97.57349017,32.03543826,221.1089219,213.3996851,239.2391397,209.3853338,222.9969726,218.4502474,26.97704739,22.16909571,30.82721132,29.48505526,29.68752483,31.71820463,111.5701816,49.89585234,113.125139,107.3860189,116.8192466,110.4461493,44.62176294,170.1474356,6.083745867,11.95062751,0,5.106508723,259.3672652,245.3656376,168.2508278,157.5862383,203.041733,200.6326087,146.0240729,154.5792092,146.2155142,162.0689125,152.3155345,141.6787524,71.87388626,103.8313966,99.65277448,141.234185,140.3938793,268.8878261,243.6292554,211.772302,200.9513856,15.66963802,17.87699671,139.5803239,164.0658461,147.6621593,167.2448921,178.12747,160.6220796,285.2489751,259.5453541,261.0341973,244.2773816,32.66000142,37.62192755,204.9152039,205.8247783,230.9664355,251.8742994,220.2214588,40.98901527,52.42892919,49.76205431,49.57335447,61.41054341,229.4686975,214.2285112,228.206969,216.3108554,180.3897655,23.68078801,15.41322713,196.5489587,229.0356284,168.4544024,228.5778684,216.1100635,206.9910415,140.8691884,236.1736224,226.6439791,64.62975171,48.94395618,211.5557849,229.2406902,211.6224123,212.9766354,82.02511178,214.4277538,79.24411015,280.0908099,256.0842663,289.0239936,262.089075,339.5979107,116.6650203,113.9908372,207.8126695,204.4875121,198.9710543,207.3254571,210.371738,15.99313437,212.9059044,189.1846042,37.39742735,49.04823473,54.64505045,17.98405946,112.3391461,80.25343313,79.53700031,112.9998566,74.6882646
M8 5RL,99.41542147,97.65047575,99.47960398,93.09454407,99.9667027,101.2496162,116.1876066,191.8841391,236.0875248,29.74416611,23.018618,41.12804509,37.52868188,269.250411,261.8982207,14.53012119,8.24341266,279.9278557,290.306335,274.0094571,260.0042766,177.2457616,198.8884134,181.063293,121.3202459,144.6473923,196.7076366,48.92446961,58.11331703,233.4495398,219.4165063,252.1983311,248.4531929,280.1004083,294.0914608,118.9168308,120.1831784,130.852682,46.24356465,237.3736008,87.0363418,89.86842118,130.0277376,108.9901618,87.6630279,67.7560473,113.8802067,262.8604501,98.18852596,217.0601389,232.4270738,230.9195898,229.739655,203.0818032,251.5143654,271.6033506,51.36838153,146.8839229,227.5245188,231.4456551,213.939424,57.6488614,192.5140173,179.5484838,150.4241873,94.44677707,28.90872516,229.8188882,222.1096515,247.9491061,218.0953001,231.706939,227.1602137,35.68701373,30.87906204,39.53717766,38.1950216,38.39749117,40.42817097,115.903041,58.11008857,121.8351053,116.0959852,125.529213,107.3194362,41.49504984,178.8574019,5.516181742,12.35427609,5.27864052,0,268.0772315,254.0756039,176.9607942,166.2962047,211.7516993,209.342575,142.8973598,151.4524961,143.0888011,158.9421994,149.1888214,138.5520393,74.85068386,87.47478723,88.6289477,149.9441514,149.1038456,240.2480376,212.8833829,220.4822683,209.8256031,6.586821225,12.25783454,148.2902902,172.7758125,144.5354462,175.9548584,175.0007569,158.11551,293.9589414,268.2553204,269.7441636,252.9873479,36.99286086,46.33189389,213.6251703,214.5347446,239.6764018,260.5842658,228.9314251,43.96581286,57.65708825,52.73885191,46.44664137,64.38734101,238.1786638,222.9384775,236.9169353,225.0208217,189.0997319,32.264574,18.53570698,204.255487,237.7455947,177.1643688,237.2878348,224.8200298,215.7010079,137.7424753,244.8835888,235.3539454,73.33971805,57.65392252,220.2657513,237.9506565,220.293816,221.6866017,90.73507811,223.1377201,87.95407649,288.8007763,264.7942327,297.73396,271.0267646,348.3078771,113.5383072,110.8641241,216.5226358,212.9345541,207.6810206,216.0354235,219.0817043,24.70310071,221.6158708,197.8945705,34.27071425,45.92152163,51.51833735,22.3169189,121.0491124,88.96339947,88.24696665,109.8731435,71.5615515
